cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000033453-P,L-Hydroxyproline,,,1,-1.0,0.0,3,-0.9,0.037386073,5,-0.966666667,2.16e-05,9,2,True,-,-1,0.029645448
ENSMUSG00000020135-P,L-Isoleucine,-0.521793932,0.288343234,6,-0.632455532,0.367544468,4,-0.428571429,0.337368311,7,-0.750920811,0.000512883,17,3,True,-,-1,0.082465938
ENSMUSG00000030403-P,L-Lysine,0.564288094,0.321723336,5,0.632455532,0.367544468,4,0.896421457,0.006267499,7,0.770637227,0.000476177,16,3,True,+,1,0.080592749
ENSMUSG00000067148-P,L-Lysine,0.359092423,0.552814747,5,0.948683298,0.051316702,4,0.657375735,0.108579895,7,0.824091832,8.66e-05,16,3,True,+,1,0.053710515
ENSMUSG00000017670-P,L-Lysine,0.872081599,0.053854218,5,0.948683298,0.051316702,4,0.478091444,0.277851648,7,0.864182786,1.58e-05,16,3,True,+,1,0.02530808
ENSMUSG00000033792-P,L-Lysine,0.666885929,0.218893981,5,0.948683298,0.051316702,4,0.537852874,0.213036882,7,0.827061533,7.75e-05,16,3,True,+,1,0.050865947
ENSMUSG00000036718-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.8,0.2,4,,,0,-0.940019342,0.000164049,9,2,True,-,-1,0.06313846
ENSMUSG00000020135-P,L-Proline,-0.892857143,0.006807187,7,-0.774596669,0.225403331,4,-0.029424494,0.955875996,6,-0.776143046,0.000249443,17,3,True,-,-1,0.067071685
ENSMUSG00000046351-P,L-Proline,0.392857143,0.38331687,7,0.774596669,0.225403331,4,0.735612358,0.095610781,6,0.772452983,0.000278722,17,3,True,+,1,0.068741648
ENSMUSG00000050321-P,L-Proline,-0.928571429,0.002519472,7,-0.25819889,0.74180111,4,-0.264820449,0.612055239,6,-0.774913025,0.000258902,17,3,True,-,-1,0.067071685
ENSMUSG00000038545-P,L-Proline,0.535714286,0.215217456,7,0.774596669,0.225403331,4,0.41194292,0.417038352,6,0.72940226,0.000891266,17,3,True,+,1,0.097974425
ENSMUSG00000052584-P,L-Proline,-0.678571429,0.093750254,7,-0.774596669,0.225403331,4,-0.706187864,0.116806607,6,-0.725712198,0.000974915,17,3,True,-,-1,0.099661182
ENSMUSG00000056735-P,L-Threonine,,,1,-0.774596669,0.225403331,4,-0.5,0.666666667,3,-0.927105069,0.00091618,8,2,True,-,-1,0.098452429
ENSMUSG00000071637-P,L-Threonine,,,1,-0.8,0.2,4,-0.5,0.666666667,3,-0.928571429,0.000862968,8,2,True,-,-1,0.09748109
ENSMUSG00000023046-P,L-Threonine,,,1,-0.4,0.6,4,-1.0,0.0,3,-0.928571429,0.000862968,8,2,True,-,-1,0.09748109
ENSMUSG00000038135-P,L-Threonine,,,1,-0.25819889,0.74180111,4,-1.0,0.0,3,-0.927105069,0.00091618,8,2,True,-,-1,0.098452429
ENSMUSG00000055044-P,L-Tryptophan,-0.738768719,0.057858497,7,-0.948683298,0.051316702,4,-0.411664654,0.358816513,7,-0.726051113,0.000646063,18,3,True,-,-1,0.089999952
ENSMUSG00000051224-P,L-Tryptophan,0.630656224,0.128887696,7,0.4,0.6,4,0.823329307,0.022854556,7,0.774896682,0.000158996,18,3,True,+,1,0.062244726
ENSMUSG00000055044-P,"L-Tryptophan, N-acetyl-1",-0.714285714,0.071343561,7,-0.866025404,0.333333333,3,-0.928571429,0.002519472,7,-0.868179194,6.25e-06,17,3,True,-,-1,0.015275194
ENSMUSG00000024472-P,"L-Tryptophan, N-acetyl-1",0.857142857,0.013697327,7,1.0,0.0,3,0.321428571,0.482072038,7,0.737745098,0.000723825,17,3,True,+,1,0.095082146
ENSMUSG00000020135-P,L-Valine,-0.828571429,0.041562682,6,-0.948683298,0.051316702,4,-0.210818511,0.789181489,4,-0.814979951,0.000383787,14,3,True,-,-1,0.074243221
ENSMUSG00000056735-P,L-Valine,-0.257142857,0.622787172,6,-0.272165527,0.727834473,4,-0.948683298,0.051316702,4,-0.831860443,0.000224732,14,3,True,-,-1,0.067071685
ENSMUSG00000045284-P,Latanoprost lactone diol,-0.948683298,0.051316702,4,,,0,-0.8,0.2,4,-0.946124747,0.000375312,8,2,True,-,-1,0.073907169
ENSMUSG00000028273-P,Levulinic acid,0.25226249,0.585241091,7,0.632455532,0.367544468,4,0.630656224,0.128887696,7,0.71938071,0.000765085,18,3,True,+,1,0.096656392
ENSMUSG00000087083-P,Levulinic acid,0.566610475,0.184750322,7,0.632455532,0.367544468,4,0.25226249,0.585241091,7,0.734232587,0.000521602,18,3,True,+,1,0.083326836
ENSMUSG00000029772-P,Levulinic acid,0.684712472,0.089666453,7,0.948683298,0.051316702,4,0.216224991,0.641445509,7,0.833075937,1.77e-05,18,3,True,+,1,0.026966174
ENSMUSG00000006476-P,Levulinic acid,-0.342356236,0.452251222,7,-0.632455532,0.367544468,4,-0.306318737,0.504027009,7,-0.711111966,0.000937525,18,3,True,-,-1,0.098452429
ENSMUSG00000025016-P,Levulinic acid,0.792824967,0.033443544,7,0.948683298,0.051316702,4,0.432449982,0.332526778,7,0.73695179,0.000484978,18,3,True,+,1,0.081277769
ENSMUSG00000024800-P,Levulinic acid,0.504524979,0.248203114,7,0.948683298,0.051316702,4,0.558581227,0.192452532,7,0.818605635,3.28e-05,18,3,True,+,1,0.035186847
ENSMUSG00000042594-P,Levulinic acid,0.630656224,0.128887696,7,0.948683298,0.051316702,4,0.504524979,0.248203114,7,0.711111966,0.000937525,18,3,True,+,1,0.098452429
ENSMUSG00000020546-P,Levulinic acid,0.48650623,0.268248562,7,0.948683298,0.051316702,4,0.306318737,0.504027009,7,0.782429881,0.000124253,18,3,True,+,1,0.058325912
ENSMUSG00000039450-P,Malic acid,0.642857143,0.119392373,7,0.4,0.6,4,0.540562478,0.210289253,7,0.768198347,0.000196467,18,3,True,+,1,0.067071685
ENSMUSG00000030216-P,Methyl aminoacetate,0.75,0.0521814,7,0.8,0.2,4,0.576599976,0.175381825,7,0.715539589,0.000841562,18,3,True,+,1,0.09748109
ENSMUSG00000022781-P,Methyl aminoacetate,0.5,0.253169995,7,0.8,0.2,4,0.522543728,0.228877878,7,0.71347454,0.000885246,18,3,True,+,1,0.097857182
ENSMUSG00000025060-P,Methyl aminoacetate,0.892857143,0.006807187,7,0.8,0.2,4,0.054056248,0.908365283,7,0.727929885,0.000615486,18,3,True,+,1,0.088618622
ENSMUSG00000030016-P,Methyl aminoacetate,0.75,0.0521814,7,0.4,0.6,4,0.360374985,0.427148809,7,0.725864836,0.000649163,18,3,True,+,1,0.09017356
ENSMUSG00000005510-P,Methyl aminoacetate,0.857142857,0.013697327,7,0.2,0.8,4,0.468487481,0.288996772,7,0.719669688,0.000759574,18,3,True,+,1,0.09657613
ENSMUSG00000001687-P,Methyl aminoacetate,0.75,0.0521814,7,0.4,0.6,4,0.72074997,0.067634995,7,0.805369235,5.51e-05,18,3,True,+,1,0.044356916
ENSMUSG00000021686-P,Methyl aminoacetate,0.642857143,0.119392373,7,0.8,0.2,4,0.72074997,0.067634995,7,0.731027459,0.00056772,18,3,True,+,1,0.086271079
ENSMUSG00000017697-P,Methyl aminoacetate,-0.741249317,0.05657714,7,-0.948683298,0.051316702,4,-0.809039835,0.027534181,7,-0.726594869,0.000637086,18,3,True,-,-1,0.089999952
ENSMUSG00000027523-P,Methyl aminoacetate,0.75,0.0521814,7,0.4,0.6,4,0.810843716,0.026916329,7,0.714507065,0.000863173,18,3,True,+,1,0.09748109
ENSMUSG00000038390-P,Methyl aminoacetate,-0.821428571,0.023448808,7,-0.8,0.2,4,-0.630656224,0.128887696,7,-0.743417755,0.000406457,18,3,True,-,-1,0.076340135
ENSMUSG00000051285-P,Methyl aminoacetate,0.785714286,0.036238463,7,1.0,0.0,4,0.162168743,0.728299563,7,0.786783791,0.000107281,18,3,True,+,1,0.056988561
ENSMUSG00000014846-P,Methyl aminoacetate,-0.714285714,0.071343561,7,-0.8,0.2,4,-0.864899964,0.011965035,7,-0.831182351,1.92e-05,18,3,True,-,-1,0.027626677
ENSMUSG00000020886-P,Methyl aminoacetate,-0.678571429,0.093750254,7,-0.4,0.6,4,-0.504524979,0.248203114,7,-0.738255132,0.000468204,18,3,True,-,-1,0.080592749
ENSMUSG00000040661-P,Methyl aminoacetate,0.75,0.0521814,7,0.6,0.4,4,0.522543728,0.228877878,7,0.802271661,6.19e-05,18,3,True,+,1,0.047630497
ENSMUSG00000020546-P,Methyl aminoacetate,0.857142857,0.013697327,7,0.8,0.2,4,0.25226249,0.585241091,7,0.727929885,0.000615486,18,3,True,+,1,0.088618622
ENSMUSG00000031479-P,Methyl aminoacetate,0.821428571,0.023448808,7,1.0,0.0,4,0.378393734,0.402602202,7,0.802271661,6.19e-05,18,3,True,+,1,0.047630497
ENSMUSG00000086825-P,Methyl-3-methoxy-5-methyl benzoate,0.834897522,0.019422408,7,,,2,0.463816829,0.354164298,6,0.782259321,0.000567905,15,2,True,+,1,0.086271079
ENSMUSG00000041134-P,Methyl-3-methoxy-5-methyl benzoate,0.672154346,0.098119901,7,,,2,0.753702346,0.083523281,6,0.809577617,0.000255023,15,2,True,+,1,0.067071685
ENSMUSG00000040661-P,Methyl-3-methoxy-5-methyl benzoate,0.836501913,0.01897126,7,,,2,0.463816829,0.354164298,6,0.768131687,0.000823568,15,2,True,+,1,0.09748109
ENSMUSG00000026803-P,Methylmalonic monoamide,0.771428571,0.072396501,6,0.5,0.666666667,3,0.31887407,0.53790056,6,0.807864487,0.000269119,15,3,True,+,1,0.067824761
ENSMUSG00000028273-P,Methylmalonic monoamide,0.885714286,0.018845481,6,1.0,0.0,3,0.115954207,0.826848213,6,0.777480203,0.000645877,15,3,True,+,1,0.089999952
ENSMUSG00000039883-P,Methylmalonic monoamide,-0.828571429,0.041562682,6,-1.0,0.0,3,-0.405839725,0.424662508,6,-0.788204068,0.000481785,15,3,True,-,-1,0.080879465
ENSMUSG00000091475-P,Methylmalonic monoamide,-0.257142857,0.622787172,6,-0.866025404,0.333333333,3,-0.028988552,0.956529352,6,-0.763864043,0.000916896,15,3,True,-,-1,0.098452429
ENSMUSG00000064338-P,Methylmalonic monoamide,-0.542857143,0.265702624,6,-1.0,0.0,3,-0.869656553,0.024376892,6,-0.832886838,0.00011586,15,3,True,-,-1,0.056988561
ENSMUSG00000040661-P,Methylmalonic monoamide,0.942857143,0.004804665,6,0.5,0.666666667,3,0.49280538,0.320632583,6,0.761394406,0.000974702,15,3,True,+,1,0.099661182
ENSMUSG00000022246-P,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1.0,0.0,3,,,0,-0.866025404,0.333333333,3,-0.985610761,0.000309086,6,2,True,-,-1,0.070192523
ENSMUSG00000041408-P,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1.0,0.0,3,,,0,-0.866025404,0.333333333,3,-0.985610761,0.000309086,6,2,True,-,-1,0.070192523
ENSMUSG00000028700-P,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1.0,0.0,3,,,0,-0.866025404,0.333333333,3,-0.985610761,0.000309086,6,2,True,-,-1,0.070192523
ENSMUSG00000030256-P,Myristic acid,0.347862621,0.499253218,6,0.8,0.2,4,0.654653671,0.110566691,7,0.753837988,0.000473891,17,3,True,+,1,0.080592749
ENSMUSG00000022199-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-0.964285714,0.000454149,7,,,1,-0.6,0.4,4,-0.888111888,0.000114134,12,2,True,-,-1,0.056988561
ENSMUSG00000020553-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-0.785714286,0.036238463,7,,,1,-0.8,0.2,4,-0.853146853,0.000418118,12,2,True,-,-1,0.077863861
ENSMUSG00000030403-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-0.75,0.0521814,7,,,1,-0.6,0.4,4,-0.846153846,0.000521134,12,2,True,-,-1,0.083326836
ENSMUSG00000032763-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-0.964285714,0.000454149,7,,,1,-0.8,0.2,4,-0.909090909,4.19e-05,12,2,True,-,-1,0.03843576
ENSMUSG00000030304-P,N-(Trimethylsilyl)hexanamide,,,0,1.0,0.0,3,0.8,0.104088039,5,0.952380952,0.0002604,8,2,True,+,1,0.067071685
ENSMUSG00000036501-P,N-Acetyltyrosine,0.9,0.037386073,5,,,0,0.5,0.666666667,3,0.952380952,0.0002604,8,2,True,+,1,0.067071685
ENSMUSG00000106365-P,N-Acetyltyrosine,-0.974679434,0.00481823,5,,,0,-1.0,0.0,3,-0.946124747,0.000375312,8,2,True,-,-1,0.073907169
ENSMUSG00000028030-P,N-Acetyltyrosine,0.7,0.188120404,5,,,0,1.0,0.0,3,0.928571429,0.000862968,8,2,True,+,1,0.09748109
ENSMUSG00000046711-P,n-Butylamine,0.928571429,0.002519472,7,0.316227766,0.683772234,4,0.558581227,0.192452532,7,0.796066679,7.75e-05,18,3,True,+,1,0.050865947
ENSMUSG00000064294-P,n-Butylamine,0.535714286,0.215217456,7,0.632455532,0.367544468,4,0.630656224,0.128887696,7,0.715909473,0.000833931,18,3,True,+,1,0.09748109
ENSMUSG00000046807-P,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-0.9,0.037386073,5,,,1,-0.8,0.2,4,-0.915151515,0.000204472,10,2,True,-,-1,0.067071685
ENSMUSG00000020135-P,N-Isobutyl-sec-butylamine,0.8,0.104088039,5,1.0,0.0,3,0.564288094,0.321723336,5,0.836314409,0.000366707,13,3,True,+,1,0.073673108
ENSMUSG00000037716-P,N-Isobutyl-sec-butylamine,0.6,0.28475698,5,1.0,0.0,3,0.564288094,0.321723336,5,0.806053032,0.000876306,13,3,True,+,1,0.097743368
ENSMUSG00000038545-P,N-Isobutyl-sec-butylamine,-0.6,0.28475698,5,-0.5,0.666666667,3,-0.461690258,0.433766156,5,-0.825310272,0.000512864,13,3,True,-,-1,0.082465938
ENSMUSG00000052584-P,N-Isobutyl-sec-butylamine,0.5,0.391002219,5,0.5,0.666666667,3,0.820782682,0.088587005,5,0.847318546,0.000255725,13,3,True,+,1,0.067071685
ENSMUSG00000068284-P,N-Isovaleroylglycine,0.542857143,0.265702624,6,1.0,0.0,3,0.054056248,0.908365283,7,0.744665397,0.00093566,16,3,True,+,1,0.098452429
ENSMUSG00000024168-P,N-Isovaleroylglycine,0.142857143,0.787172012,6,1.0,0.0,3,0.630656224,0.128887696,7,0.765268787,0.000551268,16,3,True,+,1,0.085313946
ENSMUSG00000039883-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-0.522543728,0.228877878,7,,,2,-0.927633657,0.007665844,6,-0.801432409,0.000327859,15,2,True,-,-1,0.070704867
ENSMUSG00000068762-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-0.756787469,0.048905099,7,,,2,-0.753702346,0.083523281,6,-0.77708178,0.000652752,15,2,True,-,-1,0.09034739
ENSMUSG00000077767-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.846881215,0.016197127,7,,,2,0.347862621,0.499253218,6,0.803939445,0.000303831,15,2,True,+,1,0.070192523
ENSMUSG00000019173-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-0.991031209,1.46e-05,7,,,2,-0.637748139,0.17307111,6,-0.762076354,0.000958453,15,2,True,-,-1,0.099092835
ENSMUSG00000022843-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.666693722,0.10192046,7,,,2,0.782690898,0.065703848,6,0.824688261,0.000154895,15,2,True,+,1,0.061889587
ENSMUSG00000031617-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.810843716,0.026916329,7,,,2,0.695725243,0.124789337,6,0.901611461,4.4e-06,15,2,True,+,1,0.012455153
ENSMUSG00000040661-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.432449982,0.332526778,7,,,2,0.898645105,0.014888622,6,0.8461552,7e-05,15,2,True,+,1,0.048329771
ENSMUSG00000022568-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-0.612637475,0.143588575,7,,,2,-0.550782484,0.257369332,6,-0.792487851,0.000426583,15,2,True,-,-1,0.078055046
ENSMUSG00000030557-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.342356236,0.452251222,7,,,2,0.463816829,0.354164298,6,0.771020912,0.000764876,15,2,True,+,1,0.096656392
ENSMUSG00000015748-P,n-Pentadecanol,-0.738768719,0.057858497,7,,,2,-0.6,0.208,6,-0.795353311,0.000392626,15,2,True,-,-1,0.075364406
ENSMUSG00000042426-P,N-Valerylglycine,,,2,-1.0,0.0,3,-0.942857143,0.004804665,6,-0.909090909,0.000105593,11,2,True,-,-1,0.056988561
ENSMUSG00000056952-P,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-0.8,0.104088039,5,-0.5,0.666666667,3,-0.7,0.188120404,5,-0.807692308,0.00083916,13,3,True,-,-1,0.09748109
ENSMUSG00000008690-P,"N,N-Diethyl-2-aminoethanol",-0.468487481,0.288996772,7,,,0,-0.785714286,0.036238463,7,-0.873487877,4.48e-05,14,2,True,-,-1,0.040362809
ENSMUSG00000050822-P,"N,N-Diethyl-2-aminoethanol",-0.684712472,0.089666453,7,,,0,-0.714285714,0.071343561,7,-0.855886106,9.41e-05,14,2,True,-,-1,0.054837095
ENSMUSG00000041012-P,"N,N-Diethyl-2-aminoethanol",-0.846881215,0.016197127,7,,,0,-0.214285714,0.644511581,7,-0.827283229,0.00026127,14,2,True,-,-1,0.067071685
ENSMUSG00000060512-P,"N,N-Diethyl-2-aminoethanol",-0.792824967,0.033443544,7,,,0,-0.428571429,0.337368311,7,-0.814081901,0.000394282,14,2,True,-,-1,0.075390078
ENSMUSG00000046157-P,"N,N-Diethyl-2-aminoethanol",-0.324337487,0.47788548,7,,,0,-0.428571429,0.337368311,7,-0.785479023,0.00087063,14,2,True,-,-1,0.09748109
ENSMUSG00000024098-P,"N,N-Diethyl-2-aminoethanol",-0.900937463,0.005620587,7,,,0,-0.25,0.588724448,7,-0.794279909,0.000691182,14,2,True,-,-1,0.093141217
ENSMUSG00000049295-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.371428571,0.468478134,6,-1.0,0.0,3,-0.714285714,0.071343561,7,-0.832352941,6.33e-05,16,3,True,-,-1,0.047845452
ENSMUSG00000030591-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.371428571,0.468478134,6,-0.5,0.666666667,3,-0.535714286,0.215217456,7,-0.811764706,0.000134322,16,3,True,-,-1,0.059783548
ENSMUSG00000061718-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.314285714,0.544093294,6,-0.5,0.666666667,3,-0.214285714,0.644511581,7,-0.782352941,0.000341221,16,3,True,-,-1,0.071754887
ENSMUSG00000031451-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.428571429,0.396501458,6,-0.5,0.666666667,3,-0.214285714,0.644511581,7,-0.747058824,0.000882107,16,3,True,-,-1,0.097857182
ENSMUSG00000037012-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.142857143,0.787172012,6,-0.5,0.666666667,3,-0.5,0.253169995,7,-0.785294118,0.000312854,16,3,True,-,-1,0.070265145
ENSMUSG00000058351-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.428571429,0.396501458,6,-0.5,0.666666667,3,-0.678571429,0.093750254,7,-0.794117647,0.000239191,16,3,True,-,-1,0.067071685
ENSMUSG00000038827-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",0.714285714,0.110787172,6,0.5,0.666666667,3,0.857142857,0.013697327,7,0.758823529,0.00065403,16,3,True,+,1,0.09034739
ENSMUSG00000030216-P,"N,O-Bis(trimethylsilyl)carbamate",0.8,0.2,4,1.0,0.0,4,0.7,0.188120404,5,0.895604396,3.48e-05,13,3,True,+,1,0.035914214
ENSMUSG00000021243-P,"N,O-Bis(trimethylsilyl)carbamate",-0.8,0.2,4,-0.8,0.2,4,-0.8,0.104088039,5,-0.82967033,0.000450286,13,3,True,-,-1,0.078582552
ENSMUSG00000021957-P,"N,O-Bis(trimethylsilyl)carbamate",-0.8,0.2,4,-1.0,0.0,4,-0.6,0.28475698,5,-0.82967033,0.000450286,13,3,True,-,-1,0.078582552
ENSMUSG00000038084-P,"N,O-Bis(trimethylsilyl)carbamate",1.0,0.0,4,1.0,0.0,4,0.8,0.104088039,5,0.824175824,0.000530223,13,3,True,+,1,0.083758295
ENSMUSG00000045930-P,"N,O-Bis(trimethylsilyl)carbamate",0.8,0.2,4,0.8,0.2,4,0.9,0.037386073,5,0.840659341,0.000319071,13,3,True,+,1,0.0703847
ENSMUSG00000045284-P,"N,O-Bis(trimethylsilyl)carbamate",0.8,0.2,4,1.0,0.0,4,0.1,0.872888572,5,0.840659341,0.000319071,13,3,True,+,1,0.0703847
ENSMUSG00000008690-P,Neostigmine ,-0.028571429,0.957154519,6,-0.5,0.666666667,3,-0.821428571,0.023448808,7,-0.767647059,0.000516884,16,3,True,-,-1,0.082890796
ENSMUSG00000026784-P,Niclosamide,-0.892857143,0.006807187,7,-1.0,0.0,4,-0.198206242,0.670085034,7,-0.752710477,0.000312484,18,3,True,-,-1,0.070265145
ENSMUSG00000027374-P,Nitrosothymol,-0.8,0.2,4,-1.0,0.0,4,,,1,-0.9,0.000943062,9,2,True,-,-1,0.098452429
ENSMUSG00000032216-P,Nitrosothymol,1.0,0.0,4,0.8,0.2,4,,,1,0.9,0.000943062,9,2,True,+,1,0.098452429
ENSMUSG00000015461-P,Nitrosothymol,-1.0,0.0,4,-0.8,0.2,4,,,1,-0.9,0.000943062,9,2,True,-,-1,0.098452429
ENSMUSG00000030879-P,Nitrosothymol,-0.8,0.2,4,-1.0,0.0,4,,,1,-0.933333333,0.0002359,9,2,True,-,-1,0.067071685
ENSMUSG00000028041-P,Nitrosothymol,-0.8,0.2,4,-0.8,0.2,4,,,1,-0.916666667,0.000506619,9,2,True,-,-1,0.082373118
ENSMUSG00000030605-P,Nitrosothymol,-1.0,0.0,4,-0.8,0.2,4,,,1,-0.966666667,2.16e-05,9,2,True,-,-1,0.029645448
ENSMUSG00000021957-P,Nitrosothymol,-0.6,0.4,4,-1.0,0.0,4,,,1,-0.9,0.000943062,9,2,True,-,-1,0.098452429
ENSMUSG00000017221-P,Nitrosothymol,-0.8,0.2,4,-0.8,0.2,4,,,1,-0.933333333,0.0002359,9,2,True,-,-1,0.067071685
ENSMUSG00000041841-P,Nitrosothymol,-1.0,0.0,4,-1.0,0.0,4,,,1,-0.9,0.000943062,9,2,True,-,-1,0.098452429
ENSMUSG00000004285-P,Nitrosothymol,-0.6,0.4,4,-0.8,0.2,4,,,1,-0.9,0.000943062,9,2,True,-,-1,0.098452429
ENSMUSG00000038390-P,Nitrosothymol,-1.0,0.0,4,-1.0,0.0,4,,,1,-0.933333333,0.0002359,9,2,True,-,-1,0.067071685
ENSMUSG00000020235-P,Nitrosothymol,-1.0,0.0,4,-1.0,0.0,4,,,1,-0.95,8.76e-05,9,2,True,-,-1,0.053710515
ENSMUSG00000030216-P,Nonadecanoic acid,0.72074997,0.067634995,7,1.0,0.0,3,0.7,0.188120404,5,0.766756338,0.000852762,15,3,True,+,1,0.09748109
ENSMUSG00000041720-P,Nonadecanoic acid,-0.72074997,0.067634995,7,-0.5,0.666666667,3,-1.0,1.3999999999999999e-24,5,-0.777480203,0.000645877,15,3,True,-,-1,0.089999952
ENSMUSG00000010607-P,Nonanal,-0.821428571,0.023448808,7,-1.0,0.0,4,-0.48650623,0.268248562,7,-0.712442015,0.000907786,18,3,True,-,-1,0.098452429
ENSMUSG00000013858-P,Nonanal,-0.214285714,0.644511581,7,-0.4,0.6,4,-0.702731221,0.078237454,7,-0.714507065,0.000863173,18,3,True,-,-1,0.09748109
ENSMUSG00000032238-P,Nonanal,0.821428571,0.023448808,7,0.4,0.6,4,0.414431233,0.355268944,7,0.774393495,0.000161583,18,3,True,+,1,0.062761374
ENSMUSG00000001054-P,Nonanal,-0.892857143,0.006807187,7,-0.2,0.8,4,-0.270281239,0.557730749,7,-0.722767262,0.000702558,18,3,True,-,-1,0.093907615
ENSMUSG00000056735-P,Nonanoic acid,,,1,-0.25819889,0.74180111,4,-0.974679434,0.00481823,5,-0.923116252,0.000139211,10,2,True,-,-1,0.059783548
ENSMUSG00000037408-P,Nonanoic acid,,,1,1.0,0.0,4,0.615587011,0.26899777,5,0.887542094,0.000609666,10,2,True,+,1,0.088618622
ENSMUSG00000008690-P,Octan-2-yl palmitate,0.885714286,0.018845481,6,0.6,0.4,4,0.153896753,0.804828817,5,0.800715244,0.000335011,15,3,True,+,1,0.070704867
ENSMUSG00000038324-P,Octan-2-yl palmitate,0.542857143,0.265702624,6,0.8,0.2,4,0.718184846,0.171795305,5,0.800715244,0.000335011,15,3,True,+,1,0.070704867
ENSMUSG00000062040-P,"Octane, 1-propoxy-",0.571428571,0.180201989,7,,,2,0.5,0.253169995,7,0.744117647,0.000948283,16,2,True,+,1,0.098452429
ENSMUSG00000054484-P,Octanoic acid,0.810843716,0.026916329,7,0.8,0.2,4,0.342356236,0.452251222,7,0.763430159,0.000227465,18,3,True,+,1,0.067071685
ENSMUSG00000013858-P,Octocrylene,-0.828571429,0.041562682,6,,,2,-0.6,0.28475698,5,-0.802197802,0.000968779,13,2,True,-,-1,0.099433861
ENSMUSG00000032306-P,Octocrylene,-0.828571429,0.041562682,6,,,2,-0.6,0.28475698,5,-0.840659341,0.000319071,13,2,True,-,-1,0.0703847
ENSMUSG00000086825-P,Oxalic acid,-0.881818182,0.00864501,7,-1.0,0.0,4,-0.678571429,0.093750254,7,-0.806002005,5.38e-05,18,3,True,-,-1,0.044356916
ENSMUSG00000030216-P,p-Toluic acid,1.0,0.0,4,0.8,0.2,4,0.666736691,0.148089799,6,0.851485664,0.000111614,14,3,True,+,1,0.056988561
ENSMUSG00000021243-P,p-Toluic acid,-1.0,0.0,4,-0.4,0.6,4,-0.869656553,0.024376892,6,-0.807481237,0.000478724,14,3,True,-,-1,0.080638949
ENSMUSG00000026623-P,p-Toluic acid,1.0,0.0,4,0.8,0.2,4,0.81167945,0.049857585,6,0.862486771,7.21e-05,14,3,True,+,1,0.048723309
ENSMUSG00000024150-P,p-Toluic acid,1.0,0.0,4,1.0,0.0,4,0.289885518,0.577351787,6,0.787679245,0.000822625,14,3,True,+,1,0.09748109
ENSMUSG00000024687-P,p-Toluic acid,0.8,0.2,4,1.0,0.0,4,0.579771036,0.227783957,6,0.860286549,7.89e-05,14,3,True,+,1,0.050867836
ENSMUSG00000039883-P,p-Toluic acid,-0.4,0.6,4,-1.0,0.0,4,-0.927633657,0.007665844,6,-0.849285442,0.000121301,14,3,True,-,-1,0.057489097
ENSMUSG00000038084-P,p-Toluic acid,0.8,0.2,4,0.8,0.2,4,0.927633657,0.007665844,6,0.875688099,4.05e-05,14,3,True,+,1,0.038047159
ENSMUSG00000029772-P,p-Toluic acid,1.0,0.0,4,1.0,0.0,4,0.347862621,0.499253218,6,0.785479023,0.00087063,14,3,True,+,1,0.09748109
